HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N4.HOG0003320	OG0003325	n5				HMAN.evm.TU.Chr2.393				
N4.HOG0003321	OG0003326	n0				HMAN.evm.TU.Chr1.1605			PCOS.g10016	SCAV.g11409
N4.HOG0003322	OG0003327	n0				HMAN.evm.TU.Chr4.1146				SCAV.g12195
N4.HOG0003323	OG0003328	n0							PCOS.g4916	SCAV.g12336
N4.HOG0003324	OG0003329	n6				HMAN.evm.TU.Chr3.1545			PCOS.g6354	SCAV.g4840
N4.HOG0003325	OG0003329	n8				HMAN.evm.TU.Chr8.30			PCOS.g2653	SCAV.g1293
N4.HOG0003326	OG0003330	n0				HMAN.evm.TU.Chr11.630				SCAV.g5771
N4.HOG0003327	OG0003331	n0				HMAN.evm.TU.Chr7.374, HMAN.evm.TU.Chr9.337, HMAN.evm.TU.Chr9.338			PCOS.g6731	SCAV.g590, SCAV.g6538
N4.HOG0003328	OG0003332	n0				HMAN.evm.TU.Chr11.105			PCOS.g3971	SCAV.g5098
N4.HOG0003329	OG0003333	n0				HMAN.evm.TU.Chr7.781			PCOS.g12012	SCAV.g9976
N4.HOG0003330	OG0003334	n0				HMAN.evm.TU.Chr3.233, HMAN.evm.TU.Chr9.327, HMAN.evm.TU.Chr9.328			PCOS.g5704	SCAV.g3015
N4.HOG0003331	OG0003335	n0				HMAN.evm.TU.Chr9.965			PCOS.g6772	SCAV.g8473
N4.HOG0003332	OG0003336	n0				HMAN.evm.TU.Chr13.727				SCAV.g8053
N4.HOG0003333	OG0003337	n4				HMAN.evm.TU.Chr4.223, HMAN.evm.TU.Chr4.226			PCOS.g12756	SCAV.g12873
N4.HOG0003334	OG0003337	n7				HMAN.evm.TU.Chr3.1113, HMAN.evm.TU.Chr3.1114			PCOS.g12797	
N4.HOG0003335	OG0003338	n0				HMAN.evm.TU.Chr3.117			PCOS.g6149	SCAV.g3125
N4.HOG0003336	OG0003339	n0				HMAN.evm.TU.Chr8.129			PCOS.g2767	SCAV.g1198
N4.HOG0003337	OG0003340	n1				HMAN.evm.TU.Chr3.1327				SCAV.g4661
N4.HOG0003338	OG0003340	n6				HMAN.evm.TU.Chr1.1365			PCOS.g9918	
N4.HOG0003339	OG0003341	n0				HMAN.evm.TU.Chr2.1483, HMAN.evm.TU.Chr2.1484, HMAN.evm.TU.Chr2.1485, HMAN.evm.TU.Chr2.1486				SCAV.g4581
N4.HOG0003340	OG0003342	n0				HMAN.evm.TU.Chr4.679				SCAV.g12056
N4.HOG0003341	OG0003343	n0				HMAN.evm.TU.Chr2.435			PCOS.g10908	SCAV.g9236
N4.HOG0003342	OG0003344	n0				HMAN.evm.TU.Chr3.988			PCOS.g11915, PCOS.g11916, PCOS.g11917	SCAV.g4401
N4.HOG0003343	OG0003345	n0				HMAN.evm.TU.Chr6.919			PCOS.g377	SCAV.g15387
N4.HOG0003344	OG0003346	n0				HMAN.evm.TU.Chr11.463			PCOS.g4100	SCAV.g5939
N4.HOG0003345	OG0003347	n0				HMAN.evm.TU.Chr11.727			PCOS.g3534	SCAV.g5607
N4.HOG0003346	OG0003348	n0				HMAN.evm.TU.Chr3.227			PCOS.g4372	SCAV.g3024
N4.HOG0003347	OG0003349	n0				HMAN.evm.TU.Chr5.1440, HMAN.evm.TU.Chr5.1441			PCOS.g1295, PCOS.g1296	SCAV.g13419
N4.HOG0003348	OG0003350	n0				HMAN.evm.TU.Chr3.207				SCAV.g3039
N4.HOG0003349	OG0003351	n0				HMAN.evm.TU.Chr3.826			PCOS.g12487	SCAV.g3360
N4.HOG0003350	OG0003352	n0				HMAN.evm.TU.Chr13.254				SCAV.g5330
N4.HOG0003351	OG0003353	n0				HMAN.evm.TU.Chr4.772			PCOS.g5423	SCAV.g11769, SCAV.g11770
N4.HOG0003352	OG0003354	n0				HMAN.evm.TU.Chr3.1617				SCAV.g9908
N4.HOG0003353	OG0003355	n0				HMAN.evm.TU.Chr1.1556				SCAV.g11454
N4.HOG0003354	OG0003356	n0				HMAN.evm.TU.Chr12.942			PCOS.g9523	SCAV.g317
N4.HOG0003355	OG0003357	n0				HMAN.evm.TU.Chr3.1004, HMAN.evm.TU.Chr6.704, HMAN.evm.TU.Chr8.757, HMAN.evm.TU.Chr9.643				
N4.HOG0003356	OG0003358	n0				HMAN.evm.TU.Chr9.359			PCOS.g7173	SCAV.g6521
N4.HOG0003357	OG0003359	n4				HMAN.evm.TU.Chr1.1367, HMAN.evm.TU.Chr1.1369, HMAN.evm.TU.Chr1.1385			PCOS.g9927	SCAV.g11658
N4.HOG0003358	OG0003359	n8							PCOS.g8857	SCAV.g2414
N4.HOG0003359	OG0003360	n0				HMAN.evm.TU.Chr9.616, HMAN.evm.TU.Chr9.617			PCOS.g6967	SCAV.g6251
N4.HOG0003360	OG0003361	n0				HMAN.evm.TU.Chr7.1039, HMAN.evm.TU.Chr7.1040			PCOS.g12000	SCAV.g9000
N4.HOG0003361	OG0003362	n0				HMAN.evm.TU.Chr5.682			PCOS.g2065	SCAV.g14081
N4.HOG0003362	OG0003363	n0				HMAN.evm.TU.Chr1.1038			PCOS.g10282	SCAV.g11225
N4.HOG0003363	OG0003364	n0				HMAN.evm.TU.Chr4.1437			PCOS.g4726	SCAV.g13199
N4.HOG0003364	OG0003365	n0				HMAN.evm.TU.Chr5.811			PCOS.g1174	SCAV.g13979
N4.HOG0003365	OG0003366	n0				HMAN.evm.TU.Chr3.1468			PCOS.g6325	SCAV.g4781
N4.HOG0003366	OG0003367	n0				HMAN.evm.TU.Chr9.583				SCAV.g6271
N4.HOG0003367	OG0003368	n0				HMAN.evm.TU.Chr11.162				SCAV.g5113
N4.HOG0003368	OG0003369	n0				HMAN.evm.TU.Chr13.110			PCOS.g8437	SCAV.g5437
N4.HOG0003369	OG0003370	n0								SCAV.g2416
N4.HOG0003370	OG0003371	n0				HMAN.evm.TU.Chr2.1562, HMAN.evm.TU.Chr2.1563, HMAN.evm.TU.Chr2.1564, HMAN.evm.TU.Chr2.1566			PCOS.g11715	SCAV.g4092, SCAV.g4093, SCAV.g4095
N4.HOG0003371	OG0003372	n0				HMAN.evm.TU.Chr10.553			PCOS.g8697	SCAV.g1080
N4.HOG0003372	OG0003373	n0				HMAN.evm.TU.Chr6.418			PCOS.g915	SCAV.g15092
N4.HOG0003373	OG0003374	n0				HMAN.evm.TU.Chr3.1571			PCOS.g6251	SCAV.g4863
N4.HOG0003374	OG0003375	n0				HMAN.evm.TU.Chr3.730			PCOS.g5991	SCAV.g3269
N4.HOG0003375	OG0003376	n0				HMAN.evm.TU.Chr5.1327			PCOS.g1515	SCAV.g13511
N4.HOG0003376	OG0003377	n2							PCOS.g7951	SCAV.g8345
N4.HOG0003377	OG0003377	n3				HMAN.evm.TU.Chr10.77			PCOS.g8945	SCAV.g8680
N4.HOG0003378	OG0003378	n0				HMAN.evm.TU.Chr12.215			PCOS.g10642	SCAV.g7350
N4.HOG0003379	OG0003379	n0				HMAN.evm.TU.Chr10.638			PCOS.g8901	SCAV.g2431
N4.HOG0003380	OG0003380	n0				HMAN.evm.TU.Chr4.1408			PCOS.g4744	SCAV.g13176
N4.HOG0003381	OG0003381	n3				HMAN.evm.TU.Chr5.940			PCOS.g1606	SCAV.g13839
N4.HOG0003382	OG0003381	n6							PCOS.g1848	
N4.HOG0003383	OG0003382	n0				HMAN.evm.TU.Chr6.1056			PCOS.g311	SCAV.g15590
N4.HOG0003384	OG0003383	n0				HMAN.evm.TU.Chr8.28			PCOS.g2747	SCAV.g1297
N4.HOG0003385	OG0003384	n0				HMAN.evm.TU.Chr5.1022, HMAN.evm.TU.Chr5.1023, HMAN.evm.TU.Chr5.1028, HMAN.evm.TU.Chr5.1029			PCOS.g1206	SCAV.g13660
N4.HOG0003386	OG0003385	n0				HMAN.evm.TU.Chr5.429			PCOS.g2233	SCAV.g14621
N4.HOG0003387	OG0003386	n0				HMAN.evm.TU.Chr10.174, HMAN.evm.TU.Chr10.175			PCOS.g8775	SCAV.g8715
N4.HOG0003388	OG0003387	n0				HMAN.evm.TU.Chr12.765			PCOS.g9481	SCAV.g143
N4.HOG0003389	OG0003388	n0				HMAN.evm.TU.Chr6.1144			PCOS.g170	SCAV.g15668
N4.HOG0003390	OG0003389	n0				HMAN.evm.TU.Chr11.51			PCOS.g3632	SCAV.g5017
N4.HOG0003391	OG0003390	n2				HMAN.evm.TU.Chr8.511			PCOS.g2501	SCAV.g2098
N4.HOG0003392	OG0003390	n5				HMAN.evm.TU.Chr8.87			PCOS.g2556	SCAV.g1263
N4.HOG0003393	OG0003391	n0				HMAN.evm.TU.Chr3.789			PCOS.g12411, PCOS.g12415	SCAV.g3320
N4.HOG0003394	OG0003392	n0				HMAN.evm.TU.Chr5.870				SCAV.g13903
N4.HOG0003395	OG0003393	n0				HMAN.evm.TU.Chr2.917				SCAV.g8885
N4.HOG0003396	OG0003394	n0				HMAN.evm.TU.Chr5.231, HMAN.evm.TU.Chr5.233				
N4.HOG0003397	OG0003395	n0				HMAN.evm.TU.Chr13.17			PCOS.g8299	SCAV.g5519
N4.HOG0003398	OG0003396	n0				HMAN.evm.TU.Chr10.560			PCOS.g8965	SCAV.g1089
N4.HOG0003399	OG0003397	n0				HMAN.evm.TU.Chr8.943				SCAV.g1826
N4.HOG0003400	OG0003398	n3				HMAN.evm.TU.Chr8.454			PCOS.g2469	SCAV.g2157
N4.HOG0003401	OG0003398	n5				HMAN.evm.TU.Chr13.565			PCOS.g8086	SCAV.g8242
N4.HOG0003402	OG0003399	n0				HMAN.evm.TU.Chr11.814			PCOS.g4342	SCAV.g5711
N4.HOG0003403	OG0003400	n0				HMAN.evm.TU.Chr1.76, HMAN.evm.TU.Chr1.77			PCOS.g7306	SCAV.g10824
N4.HOG0003404	OG0003401	n0				HMAN.evm.TU.Chr5.1119			PCOS.g1466	SCAV.g13697
N4.HOG0003405	OG0003402	n0				HMAN.evm.TU.Chr11.349			PCOS.g4172	SCAV.g6056
N4.HOG0003406	OG0003403	n0				HMAN.evm.TU.Chr12.1010, HMAN.evm.TU.Chr12.496				SCAV.g7097
N4.HOG0003407	OG0003404	n0				HMAN.evm.TU.Chr12.355			PCOS.g10597	SCAV.g7237
N4.HOG0003408	OG0003405	n0				HMAN.evm.TU.Chr6.1182			PCOS.g86	SCAV.g15717
N4.HOG0003409	OG0003406	n0				HMAN.evm.TU.Chr4.1215			PCOS.g4688	SCAV.g12738
N4.HOG0003410	OG0003407	n0				HMAN.evm.TU.Chr8.1044			PCOS.g3308	SCAV.g1658
N4.HOG0003411	OG0003408	n0				HMAN.evm.TU.Chr1.1091			PCOS.g10143	SCAV.g11282
N4.HOG0003412	OG0003409	n0				HMAN.evm.TU.Chr3.216			PCOS.g6090	SCAV.g3033
N4.HOG0003413	OG0003410	n0				HMAN.evm.TU.Chr2.1401			PCOS.g11342	SCAV.g4483
N4.HOG0003414	OG0003411	n0				HMAN.evm.TU.Chr6.1021			PCOS.g151	SCAV.g15564
N4.HOG0003415	OG0003412	n0				HMAN.evm.TU.Chr7.86				SCAV.g6933
N4.HOG0003416	OG0003413	n0				HMAN.evm.TU.Chr9.207			PCOS.g6991	SCAV.g6809
N4.HOG0003417	OG0003414	n0				HMAN.evm.TU.Chr4.1152			PCOS.g4650	SCAV.g12188
N4.HOG0003418	OG0003415	n4				HMAN.evm.TU.Chr1.216			PCOS.g3949	SCAV.g13053
N4.HOG0003419	OG0003415	n8				HMAN.evm.TU.Chr9.1076			PCOS.g6962	SCAV.g8566
N4.HOG0003420	OG0003416	n0				HMAN.evm.TU.Chr3.876, HMAN.evm.TU.Chr6.7			PCOS.g1099	SCAV.g14811, SCAV.g3418
N4.HOG0003421	OG0003417	n0				HMAN.evm.TU.Chr10.231				SCAV.g728
N4.HOG0003422	OG0003418	n0				HMAN.evm.TU.Chr5.446			PCOS.g2290	SCAV.g14646
N4.HOG0003423	OG0003419	n0							PCOS.g166	SCAV.g15867
N4.HOG0003424	OG0003420	n6				HMAN.evm.TU.Chr10.802			PCOS.g9007	SCAV.g1463
N4.HOG0003425	OG0003420	n8				HMAN.evm.TU.Chr13.739			PCOS.g7962	SCAV.g8039
N4.HOG0003426	OG0003421	n0				HMAN.evm.TU.Chr12.160, HMAN.evm.TU.Chr12.161				SCAV.g7384
N4.HOG0003427	OG0003422	n0				HMAN.evm.TU.Chr12.659				SCAV.g335
N4.HOG0003428	OG0003423	n2				HMAN.evm.TU.Chr11.819			PCOS.g4347	SCAV.g5718
N4.HOG0003429	OG0003423	n4				HMAN.evm.TU.Chr11.821			PCOS.g4348	SCAV.g5719
N4.HOG0003430	OG0003424	n0				HMAN.evm.TU.Chr5.137			PCOS.g2307	SCAV.g14700
N4.HOG0003431	OG0003425	n0				HMAN.evm.TU.Chr12.932			PCOS.g9244	SCAV.g326
N4.HOG0003432	OG0003426	n0				HMAN.evm.TU.Chr13.804			PCOS.g8075	SCAV.g8368, SCAV.g8420
N4.HOG0003433	OG0003427	n0				HMAN.evm.TU.Chr13.750			PCOS.g7976	SCAV.g8316
N4.HOG0003434	OG0003428	n0				HMAN.evm.TU.Chr5.863			PCOS.g10578, PCOS.g1551	SCAV.g13910
N4.HOG0003435	OG0003429	n0				HMAN.evm.TU.Chr4.218, HMAN.evm.TU.Chr4.219			PCOS.g12722	SCAV.g12868
N4.HOG0003436	OG0003430	n0				HMAN.evm.TU.Chr1.519			PCOS.g5710	SCAV.g10598, SCAV.g2887
N4.HOG0003437	OG0003432	n0				HMAN.evm.TU.Chr9.197			PCOS.g7030	SCAV.g6671
N4.HOG0003438	OG0003433	n0				HMAN.evm.TU.Chr9.240			PCOS.g6925	SCAV.g6640
N4.HOG0003439	OG0003434	n0				HMAN.evm.TU.Chr4.636, HMAN.evm.TU.Unplaced5.5			PCOS.g12653	SCAV.g12070
N4.HOG0003440	OG0003435	n0				HMAN.evm.TU.Chr5.1352			PCOS.g1442	SCAV.g13486
N4.HOG0003441	OG0003436	n4				HMAN.evm.TU.Chr1.167			PCOS.g10168	SCAV.g10308
N4.HOG0003442	OG0003436	n7				HMAN.evm.TU.Chr11.99				SCAV.g5092
N4.HOG0003443	OG0003437	n0							PCOS.g6015	SCAV.g3245
N4.HOG0003444	OG0003438	n0				HMAN.evm.TU.Chr6.1206, HMAN.evm.TU.Chr6.1207			PCOS.g219	SCAV.g15746
N4.HOG0003445	OG0003439	n0				HMAN.evm.TU.Chr3.504			PCOS.g5442	SCAV.g2799
N4.HOG0003446	OG0003440	n0				HMAN.evm.TU.Chr4.247, HMAN.evm.TU.Chr4.3			PCOS.g12600	SCAV.g12918
N4.HOG0003447	OG0003441	n0				HMAN.evm.TU.Chr1.277			PCOS.g7510	SCAV.g10384
N4.HOG0003448	OG0003442	n0				HMAN.evm.TU.Chr10.968, HMAN.evm.TU.Chr10.969			PCOS.g9019	SCAV.g1509
N4.HOG0003449	OG0003443	n0				HMAN.evm.TU.Chr11.695, HMAN.evm.TU.Chr2.820			PCOS.g4369	SCAV.g5578
N4.HOG0003450	OG0003444	n0				HMAN.evm.TU.Chr4.1466			PCOS.g4767	SCAV.g13216
N4.HOG0003451	OG0003445	n0				HMAN.evm.TU.Chr7.123, HMAN.evm.TU.Chr7.125			PCOS.g10330	SCAV.g6985
N4.HOG0003452	OG0003446	n0				HMAN.evm.TU.Chr5.983, HMAN.evm.TU.Chr8.171			PCOS.g1631	SCAV.g1140, SCAV.g13799
N4.HOG0003453	OG0003447	n0				HMAN.evm.TU.Chr3.1026				SCAV.g4363
N4.HOG0003454	OG0003448	n0				HMAN.evm.TU.Chr6.579			PCOS.g726	SCAV.g14948
N4.HOG0003455	OG0003449	n0				HMAN.evm.TU.Chr11.772			PCOS.g4339	SCAV.g5666
N4.HOG0003456	OG0003450	n0				HMAN.evm.TU.Chr10.17, HMAN.evm.TU.Chr10.18				SCAV.g8580, SCAV.g8581
N4.HOG0003457	OG0003451	n0				HMAN.evm.TU.Chr7.207			PCOS.g11846, PCOS.g11848	SCAV.g9743
N4.HOG0003458	OG0003452	n0				HMAN.evm.TU.Chr4.508			PCOS.g12728	SCAV.g12608
N4.HOG0003459	OG0003453	n0				HMAN.evm.TU.Chr1.1149			PCOS.g9791	SCAV.g11343
N4.HOG0003460	OG0003454	n0				HMAN.evm.TU.Chr5.1462, HMAN.evm.TU.Chr5.1463, HMAN.evm.TU.Unplaced350.1			PCOS.g1451	SCAV.g13395
N4.HOG0003461	OG0003455	n0				HMAN.evm.TU.Chr5.1356			PCOS.g1157	SCAV.g13482
N4.HOG0003462	OG0003456	n0				HMAN.evm.TU.Chr5.575			PCOS.g1398	
N4.HOG0003463	OG0003457	n0				HMAN.evm.TU.Chr3.156			PCOS.g6136	SCAV.g3087
N4.HOG0003464	OG0003458	n0				HMAN.evm.TU.Chr9.989			PCOS.g6437	SCAV.g8480
N4.HOG0003465	OG0003459	n0				HMAN.evm.TU.Chr13.350			PCOS.g8273	SCAV.g7920
N4.HOG0003466	OG0003460	n0				HMAN.evm.TU.Chr6.1330			PCOS.g167	SCAV.g15884
N4.HOG0003467	OG0003461	n0				HMAN.evm.TU.Chr1.817				SCAV.g11110
N4.HOG0003468	OG0003462	n0								SCAV.g1327
N4.HOG0003469	OG0003463	n0				HMAN.evm.TU.Chr2.1283			PCOS.g11709	SCAV.g11521, SCAV.g3944
N4.HOG0003470	OG0003464	n7				HMAN.evm.TU.Chr5.152			PCOS.g10315	SCAV.g14352
N4.HOG0003471	OG0003464	n9							PCOS.g2186	SCAV.g14351
N4.HOG0003472	OG0003465	n0							PCOS.g354	SCAV.g15404
N4.HOG0003473	OG0003466	n0							PCOS.g2680	
N4.HOG0003474	OG0003467	n0				HMAN.evm.TU.Chr7.951			PCOS.g12110	SCAV.g9878
N4.HOG0003475	OG0003468	n0				HMAN.evm.TU.Chr4.1123			PCOS.g4513	SCAV.g12220
N4.HOG0003476	OG0003469	n0				HMAN.evm.TU.Chr2.822, HMAN.evm.TU.Chr2.823			PCOS.g11203	SCAV.g9826
N4.HOG0003477	OG0003470	n0							PCOS.g4274	SCAV.g5116
N4.HOG0003478	OG0003471	n0							PCOS.g584	SCAV.g15882
N4.HOG0003479	OG0003472	n0				HMAN.evm.TU.Chr11.1054			PCOS.g3520	SCAV.g7671
N4.HOG0003480	OG0003473	n0				HMAN.evm.TU.Chr1.280			PCOS.g7369	SCAV.g10388
N4.HOG0003481	OG0003474	n0				HMAN.evm.TU.Chr4.408, HMAN.evm.TU.Chr4.409			PCOS.g3946	SCAV.g13055, SCAV.g13056
N4.HOG0003482	OG0003475	n0				HMAN.evm.TU.Chr9.1084			PCOS.g6388	SCAV.g8544
N4.HOG0003483	OG0003476	n0				HMAN.evm.TU.Chr1.768, HMAN.evm.TU.Chr9.80				SCAV.g10950, SCAV.g6686
N4.HOG0003484	OG0003477	n0				HMAN.evm.TU.Chr9.879				SCAV.g7833
N4.HOG0003485	OG0003478	n0				HMAN.evm.TU.Chr1.993, HMAN.evm.TU.Chr1.994			PCOS.g10273	SCAV.g11186
N4.HOG0003486	OG0003479	n0				HMAN.evm.TU.Chr5.34			PCOS.g1978	SCAV.g14214
N4.HOG0003487	OG0003480	n0				HMAN.evm.TU.Chr7.976			PCOS.g11992	SCAV.g9045
N4.HOG0003488	OG0003481	n0				HMAN.evm.TU.Chr2.422			PCOS.g10758	SCAV.g15943, SCAV.g9220
N4.HOG0003489	OG0003482	n0				HMAN.evm.TU.Chr1.1536			PCOS.g9753	SCAV.g11439
N4.HOG0003490	OG0003483	n0				HMAN.evm.TU.Chr11.895				SCAV.g7606
N4.HOG0003491	OG0003484	n1							PCOS.g2633	
N4.HOG0003492	OG0003484	n4				HMAN.evm.TU.Chr8.672			PCOS.g3007	SCAV.g1925
N4.HOG0003493	OG0003485	n0				HMAN.evm.TU.Chr6.1175, HMAN.evm.TU.Chr6.1176			PCOS.g358	SCAV.g15695, SCAV.g15696
N4.HOG0003494	OG0003486	n0				HMAN.evm.TU.Chr8.476			PCOS.g10107, PCOS.g2614	SCAV.g2132
N4.HOG0003495	OG0003487	n0				HMAN.evm.TU.Chr13.644			PCOS.g7929	SCAV.g8125
N4.HOG0003496	OG0003488	n0				HMAN.evm.TU.Chr3.714			PCOS.g6008	SCAV.g3252
N4.HOG0003497	OG0003489	n0				HMAN.evm.TU.Chr9.794				SCAV.g6067
N4.HOG0003498	OG0003490	n0				HMAN.evm.TU.Chr6.6			PCOS.g5796	SCAV.g14812
N4.HOG0003499	OG0003491	n0				HMAN.evm.TU.Chr1.489			PCOS.g7506	SCAV.g10578
N4.HOG0003500	OG0003492	n0				HMAN.evm.TU.Chr2.1292, HMAN.evm.TU.Chr2.1300			PCOS.g11551	SCAV.g3924, SCAV.g3939
N4.HOG0003501	OG0003493	n0				HMAN.evm.TU.Chr3.1267, HMAN.evm.TU.Chr3.1268				SCAV.g4627
N4.HOG0003502	OG0003494	n0				HMAN.evm.TU.Chr9.248				SCAV.g6636
N4.HOG0003503	OG0003495	n0				HMAN.evm.TU.Chr7.313			PCOS.g11786	SCAV.g654
N4.HOG0003504	OG0003496	n3				HMAN.evm.TU.Chr11.661			PCOS.g3671	SCAV.g5548
N4.HOG0003505	OG0003496	n5				HMAN.evm.TU.Chr3.1353			PCOS.g12232	SCAV.g4694
N4.HOG0003506	OG0003497	n0				HMAN.evm.TU.Chr2.1380			PCOS.g11620	SCAV.g4481
N4.HOG0003507	OG0003498	n0				HMAN.evm.TU.Chr13.273			PCOS.g8460	SCAV.g5300, SCAV.g5313
N4.HOG0003508	OG0003499	n2				HMAN.evm.TU.Chr7.750			PCOS.g12114	SCAV.g10016
N4.HOG0003509	OG0003499	n5				HMAN.evm.TU.Chr11.706			PCOS.g3587	SCAV.g5587
N4.HOG0003510	OG0003500	n0				HMAN.evm.TU.Chr7.160				SCAV.g6946
N4.HOG0003511	OG0003501	n0							PCOS.g6035	
N4.HOG0003512	OG0003502	n0				HMAN.evm.TU.Chr8.932			PCOS.g3009, PCOS.g3010	SCAV.g1815, SCAV.g1816, SCAV.g1924
N4.HOG0003513	OG0003503	n0				HMAN.evm.TU.Chr5.678			PCOS.g2062	SCAV.g14083
N4.HOG0003514	OG0003504	n0				HMAN.evm.TU.Chr7.1095			PCOS.g12030	SCAV.g8950
N4.HOG0003515	OG0003505	n0				HMAN.evm.TU.Chr3.1172			PCOS.g6172	SCAV.g4185
N4.HOG0003516	OG0003506	n0				HMAN.evm.TU.Chr3.869, HMAN.evm.TU.Chr3.871				SCAV.g2742, SCAV.g3414
N4.HOG0003517	OG0003507	n0				HMAN.evm.TU.Chr3.192			PCOS.g5682	SCAV.g3053
N4.HOG0003518	OG0003508	n5				HMAN.evm.TU.Chr10.505			PCOS.g8499	SCAV.g1016
N4.HOG0003519	OG0003508	n8				HMAN.evm.TU.Chr13.541			PCOS.g8029	SCAV.g8212
N4.HOG0003520	OG0003509	n0				HMAN.evm.TU.Chr9.704, HMAN.evm.TU.Chr9.705			PCOS.g6617	SCAV.g6175
N4.HOG0003521	OG0003510	n0				HMAN.evm.TU.Chr2.965			PCOS.g11222	SCAV.g8849
N4.HOG0003522	OG0003511	n0				HMAN.evm.TU.Chr13.82			PCOS.g8396	SCAV.g5462
N4.HOG0003523	OG0003512	n0				HMAN.evm.TU.Chr13.815			PCOS.g8020	SCAV.g8387
N4.HOG0003524	OG0003513	n0				HMAN.evm.TU.Chr11.1101			PCOS.g3813	SCAV.g11985, SCAV.g16067, SCAV.g7557
N4.HOG0003525	OG0003514	n0				HMAN.evm.TU.Chr1.1404, HMAN.evm.TU.Chr1.1470, HMAN.evm.TU.Chr6.351, HMAN.evm.TU.Chr7.495			PCOS.g9938	SCAV.g11541, SCAV.g11626, SCAV.g474
N4.HOG0003526	OG0003515	n0				HMAN.evm.TU.Chr8.488			PCOS.g2625	SCAV.g2120
N4.HOG0003527	OG0003516	n0				HMAN.evm.TU.Chr11.634			PCOS.g3702	SCAV.g7526
N4.HOG0003528	OG0003517	n0				HMAN.evm.TU.Chr11.729			PCOS.g3533	SCAV.g5608
N4.HOG0003529	OG0003518	n6							PCOS.g11797	SCAV.g666
N4.HOG0003530	OG0003518	n8				HMAN.evm.TU.Chr3.791			PCOS.g12434	SCAV.g3322
N4.HOG0003531	OG0003519	n0				HMAN.evm.TU.Chr7.591			PCOS.g9419	SCAV.g405
N4.HOG0003532	OG0003520	n0				HMAN.evm.TU.Chr4.958			PCOS.g4933	SCAV.g12410
N4.HOG0003533	OG0003521	n5				HMAN.evm.TU.Chr8.263			PCOS.g2759	SCAV.g2352
N4.HOG0003534	OG0003521	n8				HMAN.evm.TU.Chr7.1098			PCOS.g12086	SCAV.g8948
N4.HOG0003535	OG0003522	n0				HMAN.evm.TU.Chr4.590			PCOS.g5160	SCAV.g11886
N4.HOG0003536	OG0003523	n0				HMAN.evm.TU.Chr3.1400			PCOS.g12248	SCAV.g4733
N4.HOG0003537	OG0003524	n0				HMAN.evm.TU.Chr8.803			PCOS.g3099	SCAV.g1553
N4.HOG0003538	OG0003525	n0				HMAN.evm.TU.Chr3.1236			PCOS.g6054	SCAV.g4132
N4.HOG0003539	OG0003526	n0				HMAN.evm.TU.Chr7.449			PCOS.g9208	SCAV.g518
N4.HOG0003540	OG0003527	n0				HMAN.evm.TU.Chr4.435				SCAV.g13081
N4.HOG0003541	OG0003528	n0				HMAN.evm.TU.Chr3.1016				SCAV.g4372
N4.HOG0003542	OG0003529	n0								SCAV.g1073
N4.HOG0003543	OG0003530	n0				HMAN.evm.TU.Chr3.790				SCAV.g3321
N4.HOG0003544	OG0003531	n0				HMAN.evm.TU.Chr4.100, HMAN.evm.TU.Chr4.101				SCAV.g12771
N4.HOG0003545	OG0003532	n0				HMAN.evm.TU.Chr12.378				SCAV.g7212
N4.HOG0003546	OG0003533	n2							PCOS.g2292	SCAV.g14647
N4.HOG0003547	OG0003533	n3							PCOS.g7101	SCAV.g5271
N4.HOG0003548	OG0003534	n0				HMAN.evm.TU.Chr13.536			PCOS.g8167	SCAV.g8259
N4.HOG0003549	OG0003535	n0							PCOS.g8222, PCOS.g8223, PCOS.g8224	
N4.HOG0003550	OG0003536	n0				HMAN.evm.TU.Chr12.522			PCOS.g10707	SCAV.g7014
N4.HOG0003551	OG0003537	n0				HMAN.evm.TU.Chr11.72, HMAN.evm.TU.Chr11.73			PCOS.g4153	SCAV.g5038
N4.HOG0003552	OG0003538	n0				HMAN.evm.TU.Chr4.126			PCOS.g11901	SCAV.g12798
N4.HOG0003553	OG0003539	n0				HMAN.evm.TU.Chr4.1525, HMAN.evm.TU.Chr4.1526				SCAV.g13300
N4.HOG0003554	OG0003540	n0				HMAN.evm.TU.Chr8.1150			PCOS.g3278	SCAV.g1752
N4.HOG0003555	OG0003541	n0							PCOS.g2467	SCAV.g2129
N4.HOG0003556	OG0003542	n0				HMAN.evm.TU.Chr12.270			PCOS.g10457	SCAV.g7305
N4.HOG0003557	OG0003543	n0				HMAN.evm.TU.Chr1.1194			PCOS.g11096, PCOS.g9855	SCAV.g11382
N4.HOG0003558	OG0003544	n0				HMAN.evm.TU.Chr13.605			PCOS.g7967	SCAV.g8175
N4.HOG0003559	OG0003545	n0				HMAN.evm.TU.Chr4.1279			PCOS.g4507	SCAV.g12677, SCAV.g12708
N4.HOG0003560	OG0003546	n0				HMAN.evm.TU.Chr3.1352			PCOS.g12231, PCOS.g12368, PCOS.g12370	SCAV.g4693
N4.HOG0003561	OG0003547	n0				HMAN.evm.TU.Chr9.285			PCOS.g7067	
N4.HOG0003562	OG0003548	n0				HMAN.evm.TU.Chr4.944			PCOS.g5024	SCAV.g12427
N4.HOG0003563	OG0003549	n0				HMAN.evm.TU.Chr11.701				
