HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N5.HOG0001665	OG0000296	n24			EAND.evm.TU.Chr03.930, EAND.evm.TU.Chr03.931, EAND.evm.TU.Chr03.995, EAND.evm.TU.Chr05.336, EAND.evm.TU.ctg1231.4			NNAJ.FUN_030950		
N5.HOG0001666	OG0000296	n29			EAND.evm.TU.Chr01.1587, EAND.evm.TU.Chr01.1588			NNAJ.FUN_002765, NNAJ.FUN_002766, NNAJ.FUN_002767		
N5.HOG0001667	OG0000298	n9			EAND.evm.TU.Chr09.1257			NNAJ.FUN_017255		
N5.HOG0001668	OG0000298	n14			EAND.evm.TU.Chr04.591			NNAJ.FUN_034534		
N5.HOG0001669	OG0000298	n18						NNAJ.FUN_003569		
N5.HOG0001670	OG0000298	n23			EAND.evm.TU.Chr02.819			NNAJ.FUN_037646		
N5.HOG0001671	OG0000298	n28			EAND.evm.TU.Chr01.1071			NNAJ.FUN_001843		
N5.HOG0001672	OG0000298	n30			EAND.evm.TU.Chr03.2535			NNAJ.FUN_011286		
N5.HOG0001673	OG0000299	n6			EAND.evm.TU.Chr02.933			NNAJ.FUN_037463		
N5.HOG0001674	OG0000299	n13			EAND.evm.TU.Chr11.1490			NNAJ.FUN_029067		
N5.HOG0001675	OG0000299	n18			EAND.evm.TU.Chr04.1473			NNAJ.FUN_022216		
N5.HOG0001676	OG0000299	n21			EAND.evm.TU.Chr06.675			NNAJ.FUN_041224		
N5.HOG0001677	OG0000299	n26			EAND.evm.TU.Chr05.403			NNAJ.FUN_008161		
N5.HOG0001678	OG0000299	n30			EAND.evm.TU.Chr02.688			NNAJ.FUN_037912		
N5.HOG0001679	OG0000300	n5			EAND.evm.TU.Chr07.1523, EAND.evm.TU.Chr07.1524, EAND.evm.TU.Chr07.1525			NNAJ.FUN_015016		
N5.HOG0001680	OG0000300	n12			EAND.evm.TU.Chr10.35			NNAJ.FUN_027841, NNAJ.FUN_035594		
N5.HOG0001681	OG0000300	n16			EAND.evm.TU.Chr04.2963, EAND.evm.TU.Chr06.1105			NNAJ.FUN_040397		
N5.HOG0001682	OG0000300	n19						NNAJ.FUN_015851, NNAJ.FUN_015854, NNAJ.FUN_035519, NNAJ.FUN_036723, NNAJ.FUN_036725		
N5.HOG0001683	OG0000301	n7			EAND.evm.TU.Chr03.78, EAND.evm.TU.ctg3262.1, EAND.evm.TU.ctg3262.2, EAND.evm.TU.ctg3262.4, EAND.evm.TU.ctg3262.5, EAND.evm.TU.ctg3262.6, EAND.evm.TU.ctg3262.7			NNAJ.FUN_044890		
N5.HOG0001684	OG0000301	n17			EAND.evm.TU.Chr02.903			NNAJ.FUN_037503		
N5.HOG0001685	OG0000301	n19			EAND.evm.TU.ctg4549.1			NNAJ.FUN_037502		
N5.HOG0001686	OG0000301	n20			EAND.evm.TU.Chr09.1454			NNAJ.FUN_016941		
N5.HOG0001687	OG0000301	n22			EAND.evm.TU.Chr10.772			NNAJ.FUN_027003		
N5.HOG0001688	OG0000301	n25			EAND.evm.TU.Chr04.1461			NNAJ.FUN_022244		
N5.HOG0001689	OG0000301	n29			EAND.evm.TU.Chr03.1461			NNAJ.FUN_009260		
N5.HOG0001690	OG0000302	n5			EAND.evm.TU.Chr06.1879			NNAJ.FUN_043485		
N5.HOG0001691	OG0000302	n6			EAND.evm.TU.Chr06.1880			NNAJ.FUN_043483		
N5.HOG0001692	OG0000303	n1			EAND.evm.TU.Chr02.37, EAND.evm.TU.Chr08.1403, EAND.evm.TU.Chr08.1404, EAND.evm.TU.Chr08.1405, EAND.evm.TU.Chr08.1406, EAND.evm.TU.Chr08.1407, EAND.evm.TU.Chr08.1408, EAND.evm.TU.ctg3624.1, EAND.evm.TU.ctg3624.2			NNAJ.FUN_035452		
N5.HOG0001693	OG0000303	n10			EAND.evm.TU.Chr02.1778, EAND.evm.TU.Chr02.1779, EAND.evm.TU.Chr02.1781, EAND.evm.TU.Chr06.2280, EAND.evm.TU.Chr07.86, EAND.evm.TU.Chr11.1218, EAND.evm.TU.Chr11.1220, EAND.evm.TU.Chr11.1321, EAND.evm.TU.Chr11.1322, EAND.evm.TU.Chr11.1323, EAND.evm.TU.Chr11.1325, EAND.evm.TU.Chr11.1326, EAND.evm.TU.Chr11.1327, EAND.evm.TU.Chr11.1328, EAND.evm.TU.Chr11.1329, EAND.evm.TU.Chr11.1330, EAND.evm.TU.Chr11.1331, EAND.evm.TU.ctg2147.1, EAND.evm.TU.ctg3899.2			NNAJ.FUN_000508, NNAJ.FUN_000516, NNAJ.FUN_000517, NNAJ.FUN_023254, NNAJ.FUN_035468		
N5.HOG0001694	OG0000304	n0			EAND.evm.TU.Chr04.872			NNAJ.FUN_004530, NNAJ.FUN_004798, NNAJ.FUN_005290, NNAJ.FUN_008409, NNAJ.FUN_008913, NNAJ.FUN_010438, NNAJ.FUN_013307, NNAJ.FUN_014750, NNAJ.FUN_016901, NNAJ.FUN_018561, NNAJ.FUN_019179, NNAJ.FUN_019333, NNAJ.FUN_020409, NNAJ.FUN_020536, NNAJ.FUN_024090, NNAJ.FUN_024200, NNAJ.FUN_028019, NNAJ.FUN_028780, NNAJ.FUN_029190, NNAJ.FUN_031426, NNAJ.FUN_031619, NNAJ.FUN_032914, NNAJ.FUN_033659, NNAJ.FUN_033766, NNAJ.FUN_035971, NNAJ.FUN_038713, NNAJ.FUN_040978, NNAJ.FUN_042142, NNAJ.FUN_042428, NNAJ.FUN_042729, NNAJ.FUN_044263		
N5.HOG0001695	OG0000305	n1			EAND.evm.TU.Chr05.2315			NNAJ.FUN_005315		
N5.HOG0001696	OG0000305	n3			EAND.evm.TU.ctg2129.2, EAND.evm.TU.ctg2586.2, EAND.evm.TU.ctg4608.1					
N5.HOG0001697	OG0000305	n6			EAND.evm.TU.Chr05.1863, EAND.evm.TU.Chr05.1870, EAND.evm.TU.Chr05.1974, EAND.evm.TU.Chr08.1588, EAND.evm.TU.ctg3193.1, EAND.evm.TU.ctg4973.1			NNAJ.FUN_005621, NNAJ.FUN_005636, NNAJ.FUN_005639, NNAJ.FUN_008486		
N5.HOG0001698	OG0000305	n15			EAND.evm.TU.Chr05.1862, EAND.evm.TU.Chr05.1874, EAND.evm.TU.Chr05.1879, EAND.evm.TU.Chr05.1880, EAND.evm.TU.Chr05.1881, EAND.evm.TU.Chr05.1985, EAND.evm.TU.Chr05.2314, EAND.evm.TU.Chr05.40, EAND.evm.TU.Chr11.1260, EAND.evm.TU.ctg2586.1, EAND.evm.TU.ctg3746.1, EAND.evm.TU.ctg961.1			NNAJ.FUN_005305, NNAJ.FUN_005306, NNAJ.FUN_005310, NNAJ.FUN_005311, NNAJ.FUN_005313, NNAJ.FUN_005316, NNAJ.FUN_005317		
N5.HOG0001699	OG0000308	n3			EAND.evm.TU.Chr02.1827					
N5.HOG0001700	OG0000308	n9			EAND.evm.TU.Chr02.1824			NNAJ.FUN_023180		
N5.HOG0001701	OG0000308	n10			EAND.evm.TU.Chr08.570			NNAJ.FUN_032061, NNAJ.FUN_032062		
N5.HOG0001702	OG0000309	n11			EAND.evm.TU.Chr01.2883, EAND.evm.TU.Chr07.220			NNAJ.FUN_005607, NNAJ.FUN_005608, NNAJ.FUN_005609, NNAJ.FUN_005610		
N5.HOG0001703	OG0000309	n18			EAND.evm.TU.ctg4170.2			NNAJ.FUN_036706		
N5.HOG0001704	OG0000309	n21			EAND.evm.TU.Chr05.826, EAND.evm.TU.Chr05.835, EAND.evm.TU.Chr05.838			NNAJ.FUN_007458		
N5.HOG0001705	OG0000309	n24			EAND.evm.TU.Chr06.709			NNAJ.FUN_001158, NNAJ.FUN_041171		
N5.HOG0001706	OG0000310	n4			EAND.evm.TU.Chr05.1064, EAND.evm.TU.Chr05.1065			NNAJ.FUN_006977, NNAJ.FUN_006978		
N5.HOG0001707	OG0000310	n9			EAND.evm.TU.Chr07.730			NNAJ.FUN_013630, NNAJ.FUN_013631, NNAJ.FUN_013632		
N5.HOG0001708	OG0000310	n17			EAND.evm.TU.Chr08.2077			NNAJ.FUN_047609, NNAJ.FUN_047610, NNAJ.FUN_047612		
N5.HOG0001709	OG0000310	n25			EAND.evm.TU.Chr08.1938			NNAJ.FUN_047390, NNAJ.FUN_047391		
N5.HOG0001710	OG0000311	n4			EAND.evm.TU.Chr07.2113			NNAJ.FUN_016032		
N5.HOG0001711	OG0000311	n9			EAND.evm.TU.Chr09.1536			NNAJ.FUN_016833		
N5.HOG0001712	OG0000311	n10			EAND.evm.TU.Chr02.3271			NNAJ.FUN_040129		
N5.HOG0001713	OG0000311	n15			EAND.evm.TU.Chr04.833			NNAJ.FUN_033837, NNAJ.FUN_033840, NNAJ.FUN_033841, NNAJ.FUN_033884		
N5.HOG0001714	OG0000311	n24			EAND.evm.TU.Chr04.2507			NNAJ.FUN_020338, NNAJ.FUN_020339, NNAJ.FUN_021984		
N5.HOG0001715	OG0000311	n29			EAND.evm.TU.Chr03.2024					
N5.HOG0001716	OG0000312	n5			EAND.evm.TU.Chr04.1041			NNAJ.FUN_033478		
N5.HOG0001717	OG0000312	n15						NNAJ.FUN_013300		
N5.HOG0001718	OG0000312	n19			EAND.evm.TU.Chr07.1507, EAND.evm.TU.Chr09.73			NNAJ.FUN_009631, NNAJ.FUN_010020, NNAJ.FUN_012853, NNAJ.FUN_013339, NNAJ.FUN_018570, NNAJ.FUN_021188, NNAJ.FUN_031478, NNAJ.FUN_031545, NNAJ.FUN_031560, NNAJ.FUN_039526, NNAJ.FUN_040773		
N5.HOG0001719	OG0000313	n5			EAND.evm.TU.Chr09.793			NNAJ.FUN_018133, NNAJ.FUN_018135		
N5.HOG0001720	OG0000313	n10			EAND.evm.TU.Chr04.1859			NNAJ.FUN_021505		
N5.HOG0001721	OG0000313	n13			EAND.evm.TU.Chr01.3598			NNAJ.FUN_025280, NNAJ.FUN_025281, NNAJ.FUN_025282		
N5.HOG0001722	OG0000313	n21			EAND.evm.TU.Chr01.890			NNAJ.FUN_001518, NNAJ.FUN_001519		
N5.HOG0001723	OG0000313	n30			EAND.evm.TU.Chr01.907			NNAJ.FUN_001554		
N5.HOG0001724	OG0000313	n31			EAND.evm.TU.Chr05.1284			NNAJ.FUN_006525		
N5.HOG0001725	OG0000314	n4			EAND.evm.TU.Chr01.2279			NNAJ.FUN_004116		
N5.HOG0001726	OG0000314	n6			EAND.evm.TU.Chr02.1197			NNAJ.FUN_037057		
N5.HOG0001727	OG0000314	n15			EAND.evm.TU.Chr02.2381, EAND.evm.TU.Chr02.2382, EAND.evm.TU.Chr02.2384, EAND.evm.TU.Chr02.2389			NNAJ.FUN_038436, NNAJ.FUN_038437, NNAJ.FUN_038438		
N5.HOG0001728	OG0000314	n21			EAND.evm.TU.Chr02.2378, EAND.evm.TU.Chr02.2380, EAND.evm.TU.Chr02.2388			NNAJ.FUN_038435		
N5.HOG0001729	OG0000314	n24			EAND.evm.TU.Chr02.2375, EAND.evm.TU.Chr02.2376			NNAJ.FUN_038434		
N5.HOG0001730	OG0000315	n9			EAND.evm.TU.Chr10.342, EAND.evm.TU.ctg5784.1			NNAJ.FUN_027601		
N5.HOG0001731	OG0000315	n13			EAND.evm.TU.Chr09.906			NNAJ.FUN_017915		
N5.HOG0001732	OG0000315	n16			EAND.evm.TU.Chr09.1013			NNAJ.FUN_017677		
N5.HOG0001733	OG0000315	n26			EAND.evm.TU.Chr10.635			NNAJ.FUN_028032		
N5.HOG0001734	OG0000315	n27			EAND.evm.TU.Chr11.1463			NNAJ.FUN_029109		
N5.HOG0001735	OG0000316	n13						NNAJ.FUN_014704		
N5.HOG0001736	OG0000316	n15			EAND.evm.TU.Chr03.2500			NNAJ.FUN_011214, NNAJ.FUN_011218		
N5.HOG0001737	OG0000316	n26			EAND.evm.TU.Chr03.90			NNAJ.FUN_044906		
N5.HOG0001738	OG0000316	n27			EAND.evm.TU.Chr01.2709			NNAJ.FUN_004875		
N5.HOG0001739	OG0000316	n28			EAND.evm.TU.Chr03.391, EAND.evm.TU.Chr03.392, EAND.evm.TU.Chr05.807			NNAJ.FUN_045417		
N5.HOG0001740	OG0000317	n9			EAND.evm.TU.Chr11.1047			NNAJ.FUN_033181		
N5.HOG0001741	OG0000317	n10			EAND.evm.TU.Chr07.1080			NNAJ.FUN_003404, NNAJ.FUN_003695, NNAJ.FUN_006174, NNAJ.FUN_018531, NNAJ.FUN_038108, NNAJ.FUN_043013		
N5.HOG0001742	OG0000317	n16			EAND.evm.TU.Chr03.853			NNAJ.FUN_031195		
N5.HOG0001743	OG0000318	n9			EAND.evm.TU.Chr06.1477, EAND.evm.TU.Chr06.1484			NNAJ.FUN_043112, NNAJ.FUN_043124		
N5.HOG0001744	OG0000318	n12			EAND.evm.TU.Chr02.2371			NNAJ.FUN_038430		
N5.HOG0001745	OG0000318	n13			EAND.evm.TU.Chr06.1485, EAND.evm.TU.Chr06.1486, EAND.evm.TU.Chr06.1487, EAND.evm.TU.Chr06.1488			NNAJ.FUN_043125		
N5.HOG0001746	OG0000319	n0			EAND.evm.TU.Chr08.790, EAND.evm.TU.Chr08.792, EAND.evm.TU.Chr08.794			NNAJ.FUN_032928, NNAJ.FUN_032929, NNAJ.FUN_032930, NNAJ.FUN_032931, NNAJ.FUN_032932, NNAJ.FUN_032933, NNAJ.FUN_032934		
N5.HOG0001747	OG0000320	n5			EAND.evm.TU.Chr08.1907			NNAJ.FUN_012559, NNAJ.FUN_012560		
N5.HOG0001748	OG0000320	n7			EAND.evm.TU.Chr03.45, EAND.evm.TU.Chr08.145			NNAJ.FUN_012561, NNAJ.FUN_012562		
N5.HOG0001749	OG0000320	n15			EAND.evm.TU.Chr07.2230, EAND.evm.TU.Chr07.2238					
N5.HOG0001750	OG0000320	n17						NNAJ.FUN_022540		
N5.HOG0001751	OG0000320	n22			EAND.evm.TU.Chr07.2236, EAND.evm.TU.Chr07.2237			NNAJ.FUN_016224		
N5.HOG0001752	OG0000320	n25			EAND.evm.TU.Chr07.2228, EAND.evm.TU.Chr07.2231, EAND.evm.TU.Chr07.2239			NNAJ.FUN_016222, NNAJ.FUN_016225, NNAJ.FUN_016226		
N5.HOG0001753	OG0000321	n3			EAND.evm.TU.Chr03.1660					
N5.HOG0001754	OG0000321	n6			EAND.evm.TU.ctg4218.1					
N5.HOG0001755	OG0000321	n21			EAND.evm.TU.Chr03.1748, EAND.evm.TU.Chr03.2689, EAND.evm.TU.Chr05.2278, EAND.evm.TU.Chr06.455, EAND.evm.TU.Chr09.1530, EAND.evm.TU.ctg3816.1					
N5.HOG0001756	OG0000321	n27						NNAJ.FUN_009819		
N5.HOG0001757	OG0000322	n1			EAND.evm.TU.Chr09.1872			NNAJ.FUN_031408		
N5.HOG0001758	OG0000322	n11			EAND.evm.TU.Chr01.537, EAND.evm.TU.Chr09.1873, EAND.evm.TU.ctg4182.1			NNAJ.FUN_035465		
N5.HOG0001759	OG0000322	n14			EAND.evm.TU.Chr02.453, EAND.evm.TU.Chr03.1138, EAND.evm.TU.ctg2916.1			NNAJ.FUN_035466		
N5.HOG0001760	OG0000323	n0			EAND.evm.TU.Chr01.2711, EAND.evm.TU.Chr01.2713, EAND.evm.TU.Chr01.2742, EAND.evm.TU.Chr02.3478, EAND.evm.TU.Chr02.3479, EAND.evm.TU.Chr02.3480, EAND.evm.TU.Chr02.3482, EAND.evm.TU.Chr02.3487, EAND.evm.TU.Chr02.3488, EAND.evm.TU.Chr02.3489, EAND.evm.TU.Chr02.3559, EAND.evm.TU.Chr03.1031, EAND.evm.TU.Chr04.136, EAND.evm.TU.Chr04.57, EAND.evm.TU.Chr04.60, EAND.evm.TU.Chr06.1049, EAND.evm.TU.Chr06.1069, EAND.evm.TU.Chr06.2177, EAND.evm.TU.Chr06.2178, EAND.evm.TU.Chr06.2238, EAND.evm.TU.Chr06.2258, EAND.evm.TU.Chr06.2264, EAND.evm.TU.Chr06.2286, EAND.evm.TU.Chr11.1547, EAND.evm.TU.ctg1372.1, EAND.evm.TU.ctg1899.1, EAND.evm.TU.ctg2858.1, EAND.evm.TU.ctg520.12, EAND.evm.TU.ctg520.3, EAND.evm.TU.ctg520.4, EAND.evm.TU.ctg520.6, EAND.evm.TU.ctg520.7, EAND.evm.TU.ctg5300.1					
N5.HOG0001761	OG0000324	n4			EAND.evm.TU.Chr05.2213			NNAJ.FUN_005205		
N5.HOG0001762	OG0000324	n5			EAND.evm.TU.Chr03.133, EAND.evm.TU.Chr05.1891, EAND.evm.TU.Chr05.1892, EAND.evm.TU.Chr05.2214			NNAJ.FUN_005217, NNAJ.FUN_005218		
N5.HOG0001763	OG0000324	n10						NNAJ.FUN_005207, NNAJ.FUN_005211		
N5.HOG0001764	OG0000324	n13			EAND.evm.TU.Chr05.1885, EAND.evm.TU.Chr05.1906, EAND.evm.TU.Chr05.1907, EAND.evm.TU.Chr05.2212, EAND.evm.TU.Chr05.2218, EAND.evm.TU.Chr05.2221, EAND.evm.TU.Chr05.2321, EAND.evm.TU.Chr05.2322			NNAJ.FUN_005198, NNAJ.FUN_005201, NNAJ.FUN_005202, NNAJ.FUN_005203, NNAJ.FUN_005204, NNAJ.FUN_005209		
N5.HOG0001765	OG0000324	n26			EAND.evm.TU.Chr05.1887, EAND.evm.TU.Chr05.1905, EAND.evm.TU.Chr05.2217, EAND.evm.TU.Chr05.2318, EAND.evm.TU.Chr05.2320, EAND.evm.TU.ctg5178.1			NNAJ.FUN_005197		
N5.HOG0001766	OG0000325	n4			EAND.evm.TU.Chr10.1440, EAND.evm.TU.Chr10.1469			NNAJ.FUN_025979		
N5.HOG0001767	OG0000325	n6			EAND.evm.TU.Chr10.1471			NNAJ.FUN_026003, NNAJ.FUN_026004		
N5.HOG0001768	OG0000325	n9						NNAJ.FUN_025981, NNAJ.FUN_025984		
N5.HOG0001769	OG0000325	n21			EAND.evm.TU.Chr03.2706, EAND.evm.TU.Chr10.1436, EAND.evm.TU.Chr10.1437, EAND.evm.TU.Chr10.1438, EAND.evm.TU.Chr10.1445, EAND.evm.TU.Chr10.1446, EAND.evm.TU.Chr10.1448, EAND.evm.TU.Chr10.1449			NNAJ.FUN_026001, NNAJ.FUN_026002, NNAJ.FUN_040098		
N5.HOG0001770	OG0000326	n0			EAND.evm.TU.Chr10.1659, EAND.evm.TU.Chr10.1661, EAND.evm.TU.Chr10.1663, EAND.evm.TU.Chr10.1664, EAND.evm.TU.Chr10.1665, EAND.evm.TU.Chr10.1667, EAND.evm.TU.Chr10.1669, EAND.evm.TU.Chr10.1670, EAND.evm.TU.Chr10.1671, EAND.evm.TU.Chr10.1673, EAND.evm.TU.Chr10.1675, EAND.evm.TU.Chr10.1677, EAND.evm.TU.Chr10.1678, EAND.evm.TU.Chr10.1679, EAND.evm.TU.Chr10.1681, EAND.evm.TU.Chr10.1682, EAND.evm.TU.Chr10.1684, EAND.evm.TU.Chr10.1685, EAND.evm.TU.Chr10.1686, EAND.evm.TU.Chr10.1687, EAND.evm.TU.Chr10.1703, EAND.evm.TU.Chr10.1705, EAND.evm.TU.Chr10.1706, EAND.evm.TU.Chr10.1707, EAND.evm.TU.Chr10.1867, EAND.evm.TU.Chr10.1871, EAND.evm.TU.ctg3685.1, EAND.evm.TU.ctg3685.2, EAND.evm.TU.ctg3685.3, EAND.evm.TU.ctg3685.4, EAND.evm.TU.ctg4740.2, EAND.evm.TU.ctg4740.3, EAND.evm.TU.ctg5611.3					
N5.HOG0001771	OG0000328	n5			EAND.evm.TU.ctg3195.1			NNAJ.FUN_011536, NNAJ.FUN_021081, NNAJ.FUN_033662, NNAJ.FUN_044134, NNAJ.FUN_044164, NNAJ.FUN_044180, NNAJ.FUN_044195, NNAJ.FUN_044200		
N5.HOG0001772	OG0000328	n14			EAND.evm.TU.Chr06.2130			NNAJ.FUN_025367, NNAJ.FUN_044209, NNAJ.FUN_044220, NNAJ.FUN_044224		
N5.HOG0001773	OG0000328	n18			EAND.evm.TU.Chr06.2300, EAND.evm.TU.ctg4522.1			NNAJ.FUN_011532		
N5.HOG0001774	OG0000328	n20			EAND.evm.TU.Chr06.2145			NNAJ.FUN_011543, NNAJ.FUN_040714, NNAJ.FUN_044174, NNAJ.FUN_044244		
N5.HOG0001775	OG0000329	n0			EAND.evm.TU.Chr07.2002, EAND.evm.TU.ctg301.1			NNAJ.FUN_044460		
N5.HOG0001776	OG0000330	n0						NNAJ.FUN_038837		
N5.HOG0001777	OG0000331	n10			EAND.evm.TU.Chr10.1250, EAND.evm.TU.Chr10.1251, EAND.evm.TU.Chr10.1899			NNAJ.FUN_026261		
N5.HOG0001778	OG0000331	n14			EAND.evm.TU.Chr10.1247, EAND.evm.TU.Chr10.1897			NNAJ.FUN_026262		
N5.HOG0001779	OG0000331	n16			EAND.evm.TU.Chr10.1908			NNAJ.FUN_026269		
N5.HOG0001780	OG0000331	n19			EAND.evm.TU.Chr05.437, EAND.evm.TU.ctg3636.3			NNAJ.FUN_008133		
N5.HOG0001781	OG0000331	n21			EAND.evm.TU.Chr05.438, EAND.evm.TU.ctg3636.2			NNAJ.FUN_008131, NNAJ.FUN_028512		
N5.HOG0001782	OG0000331	n25			EAND.evm.TU.Chr02.2644			NNAJ.FUN_038877		
N5.HOG0001783	OG0000331	n28			EAND.evm.TU.Chr08.1848			NNAJ.FUN_047347		
N5.HOG0001784	OG0000332	n3			EAND.evm.TU.Chr02.2224, EAND.evm.TU.Chr02.2225			NNAJ.FUN_038183, NNAJ.FUN_038194, NNAJ.FUN_038195, NNAJ.FUN_038196, NNAJ.FUN_038197, NNAJ.FUN_038200, NNAJ.FUN_038207, NNAJ.FUN_038209, NNAJ.FUN_038210, NNAJ.FUN_038211, NNAJ.FUN_038212, NNAJ.FUN_038213		
N5.HOG0001785	OG0000332	n16			EAND.evm.TU.Chr02.2236			NNAJ.FUN_016749, NNAJ.FUN_038198, NNAJ.FUN_038201, NNAJ.FUN_038203, NNAJ.FUN_038205, NNAJ.FUN_038206		
N5.HOG0001786	OG0000332	n22						NNAJ.FUN_038204, NNAJ.FUN_038208		
N5.HOG0001787	OG0000333	n11			EAND.evm.TU.Chr09.862, EAND.evm.TU.Chr09.895, EAND.evm.TU.Chr09.896, EAND.evm.TU.Chr09.897, EAND.evm.TU.Chr09.900, EAND.evm.TU.Chr09.902, EAND.evm.TU.Chr09.903			NNAJ.FUN_017920		
N5.HOG0001788	OG0000333	n18			EAND.evm.TU.Chr09.892, EAND.evm.TU.Chr09.893, EAND.evm.TU.Chr09.894			NNAJ.FUN_004552, NNAJ.FUN_004553, NNAJ.FUN_017919, NNAJ.FUN_017922		
N5.HOG0001789	OG0000333	n25			EAND.evm.TU.Chr11.957			NNAJ.FUN_028390		
N5.HOG0001790	OG0000333	n28						NNAJ.FUN_017782		
N5.HOG0001791	OG0000334	n5			EAND.evm.TU.Chr05.2292			NNAJ.FUN_005380		
N5.HOG0001792	OG0000334	n8			EAND.evm.TU.Chr01.1850			NNAJ.FUN_003244		
N5.HOG0001793	OG0000334	n10			EAND.evm.TU.Chr09.1386			NNAJ.FUN_017027		
N5.HOG0001794	OG0000334	n12			EAND.evm.TU.Chr05.861, EAND.evm.TU.ctg4951.1			NNAJ.FUN_007297		
N5.HOG0001795	OG0000335	n5			EAND.evm.TU.Chr03.1128, EAND.evm.TU.Chr03.1129, EAND.evm.TU.Chr03.1130			NNAJ.FUN_008561		
N5.HOG0001796	OG0000335	n8			EAND.evm.TU.Chr03.1126, EAND.evm.TU.Chr03.1127			NNAJ.FUN_008562		
N5.HOG0001797	OG0000335	n12			EAND.evm.TU.Chr03.1124, EAND.evm.TU.Chr09.1132			NNAJ.FUN_008564		
N5.HOG0001798	OG0000335	n14			EAND.evm.TU.Chr03.1125			NNAJ.FUN_008563		
N5.HOG0001799	OG0000336	n0						NNAJ.FUN_012532		
N5.HOG0001800	OG0000337	n5			EAND.evm.TU.Chr04.1453			NNAJ.FUN_022255, NNAJ.FUN_022256		
N5.HOG0001801	OG0000337	n11			EAND.evm.TU.Chr04.1452			NNAJ.FUN_022257, NNAJ.FUN_022258, NNAJ.FUN_022259, NNAJ.FUN_022260, NNAJ.FUN_025650		
N5.HOG0001802	OG0000337	n19			EAND.evm.TU.Chr01.2520			NNAJ.FUN_004601, NNAJ.FUN_004603, NNAJ.FUN_004604, NNAJ.FUN_004605, NNAJ.FUN_004606		
N5.HOG0001803	OG0000337	n27						NNAJ.FUN_004599, NNAJ.FUN_004600, NNAJ.FUN_004607		
N5.HOG0001804	OG0000338	n0			EAND.evm.TU.Chr09.407			NNAJ.FUN_018893, NNAJ.FUN_018894, NNAJ.FUN_018896, NNAJ.FUN_018897, NNAJ.FUN_018898, NNAJ.FUN_018899, NNAJ.FUN_018900, NNAJ.FUN_018901, NNAJ.FUN_018903		
N5.HOG0001805	OG0000339	n0						NNAJ.FUN_001884, NNAJ.FUN_001900, NNAJ.FUN_002912, NNAJ.FUN_028756, NNAJ.FUN_028757, NNAJ.FUN_031423, NNAJ.FUN_031424, NNAJ.FUN_031438, NNAJ.FUN_035429, NNAJ.FUN_035431, NNAJ.FUN_035454, NNAJ.FUN_035456, NNAJ.FUN_035464, NNAJ.FUN_035467, NNAJ.FUN_035600, NNAJ.FUN_035601, NNAJ.FUN_035603, NNAJ.FUN_035617, NNAJ.FUN_035618, NNAJ.FUN_035619, NNAJ.FUN_035620, NNAJ.FUN_035638, NNAJ.FUN_035646, NNAJ.FUN_035668, NNAJ.FUN_038369, NNAJ.FUN_039721, NNAJ.FUN_042960, NNAJ.FUN_042962, NNAJ.FUN_044454, NNAJ.FUN_044510, NNAJ.FUN_044529		
N5.HOG0001806	OG0000340	n10						NNAJ.FUN_021017, NNAJ.FUN_021052		
N5.HOG0001807	OG0000340	n16			EAND.evm.TU.Chr01.3137, EAND.evm.TU.Chr01.3139			NNAJ.FUN_024480, NNAJ.FUN_024481, NNAJ.FUN_024482, NNAJ.FUN_024483, NNAJ.FUN_024484		
N5.HOG0001808	OG0000340	n24						NNAJ.FUN_032807		
N5.HOG0001809	OG0000340	n25			EAND.evm.TU.Chr03.2306			NNAJ.FUN_010813, NNAJ.FUN_010814, NNAJ.FUN_010816, NNAJ.FUN_010817		
N5.HOG0001810	OG0000340	n29			EAND.evm.TU.Chr03.2305			NNAJ.FUN_010811		
N5.HOG0001811	OG0000341	n5			EAND.evm.TU.Chr04.117			NNAJ.FUN_035700, NNAJ.FUN_035702		
N5.HOG0001812	OG0000341	n7			EAND.evm.TU.Chr04.121			NNAJ.FUN_007126, NNAJ.FUN_007439		
N5.HOG0001813	OG0000341	n14			EAND.evm.TU.Chr04.112			NNAJ.FUN_035697		
N5.HOG0001814	OG0000341	n17			EAND.evm.TU.Chr02.1542			NNAJ.FUN_023660		
N5.HOG0001815	OG0000341	n18			EAND.evm.TU.Chr04.115, EAND.evm.TU.Chr04.116, EAND.evm.TU.ctg4464.2			NNAJ.FUN_023659, NNAJ.FUN_023661		
N5.HOG0001816	OG0000342	n18			EAND.evm.TU.Chr07.872			NNAJ.FUN_013920		
N5.HOG0001817	OG0000342	n19			EAND.evm.TU.Chr01.1156, EAND.evm.TU.Chr01.1157, EAND.evm.TU.Chr05.1535, EAND.evm.TU.Chr05.1536, EAND.evm.TU.Chr05.1537			NNAJ.FUN_005951, NNAJ.FUN_005952, NNAJ.FUN_005953, NNAJ.FUN_005954, NNAJ.FUN_005955, NNAJ.FUN_005956, NNAJ.FUN_005957, NNAJ.FUN_005958		
N5.HOG0001818	OG0000343	n2			EAND.evm.TU.Chr03.2122			NNAJ.FUN_010480		
