HOG	OG	Gene Tree Parent Clade	BLOB	DELA	EAND	HMAN	MVUL	NNAJ	PCOS	SCAV
N6.HOG0001559	OG0001356	n4				HMAN.evm.TU.Chr7.617				SCAV.g436
N6.HOG0001560	OG0001356	n5				HMAN.evm.TU.Chr1.189, HMAN.evm.TU.Chr1.190				SCAV.g10302
N6.HOG0001561	OG0001357	n2				HMAN.evm.TU.Chr3.1059				SCAV.g4321
N6.HOG0001562	OG0001357	n4				HMAN.evm.TU.Chr4.1026				SCAV.g12323
N6.HOG0001563	OG0001358	n0				HMAN.evm.TU.Chr4.1566				SCAV.g13282
N6.HOG0001564	OG0001359	n0				HMAN.evm.TU.Chr7.670				SCAV.g10028
N6.HOG0001565	OG0001360	n12								SCAV.g12379
N6.HOG0001566	OG0001360	n14								SCAV.g15208
N6.HOG0001567	OG0001361	n0				HMAN.evm.TU.Chr3.1198				SCAV.g4162
N6.HOG0001568	OG0001362	n0				HMAN.evm.TU.Chr3.3				SCAV.g2633
N6.HOG0001569	OG0001363	n0				HMAN.evm.TU.Chr3.275				SCAV.g2993
N6.HOG0001570	OG0001364	n0				HMAN.evm.TU.Chr3.593, HMAN.evm.TU.Chr3.594				SCAV.g2776
N6.HOG0001571	OG0001365	n0				HMAN.evm.TU.Chr10.531				SCAV.g10705, SCAV.g1502, SCAV.g703, SCAV.g704, SCAV.g705, SCAV.g706, SCAV.g707, SCAV.g708, SCAV.g709, SCAV.g713, SCAV.g7591
N6.HOG0001572	OG0001366	n6								SCAV.g4094
N6.HOG0001573	OG0001366	n10				HMAN.evm.TU.Chr3.1183, HMAN.evm.TU.Chr3.1184				SCAV.g4180
N6.HOG0001574	OG0001366	n12				HMAN.evm.TU.Chr3.1017, HMAN.evm.TU.Chr3.1018, HMAN.evm.TU.Chr3.1019, HMAN.evm.TU.Chr3.1020				SCAV.g4369
N6.HOG0001575	OG0001367	n0				HMAN.evm.TU.Chr5.426				SCAV.g14619
N6.HOG0001576	OG0001368	n0				HMAN.evm.TU.Chr5.1315				SCAV.g13525
N6.HOG0001577	OG0001369	n0				HMAN.evm.TU.Chr1.1140				SCAV.g11350
N6.HOG0001578	OG0001370	n12				HMAN.evm.TU.Chr2.1613				SCAV.g4055
N6.HOG0001579	OG0001370	n14				HMAN.evm.TU.Chr6.1156				SCAV.g15658
N6.HOG0001580	OG0001371	n0				HMAN.evm.TU.Chr1.361				SCAV.g10451
N6.HOG0001581	OG0001372	n2				HMAN.evm.TU.Chr1.492				SCAV.g10575
N6.HOG0001582	OG0001372	n4				HMAN.evm.TU.Chr6.442				SCAV.g15071
N6.HOG0001583	OG0001373	n0				HMAN.evm.TU.Chr6.486				SCAV.g15032
N6.HOG0001584	OG0001374	n0				HMAN.evm.TU.Chr9.949				SCAV.g7772
N6.HOG0001585	OG0001375	n0				HMAN.evm.TU.Chr6.113				SCAV.g14755
N6.HOG0001586	OG0001377	n2				HMAN.evm.TU.Chr2.641				SCAV.g9705
N6.HOG0001587	OG0001377	n4				HMAN.evm.TU.Chr2.993				SCAV.g8825
N6.HOG0001588	OG0001381	n2				HMAN.evm.TU.Chr1.523				SCAV.g10605
N6.HOG0001589	OG0001381	n5				HMAN.evm.TU.Chr7.907				SCAV.g9660
N6.HOG0001590	OG0001382	n0				HMAN.evm.TU.Chr9.397				SCAV.g6471, SCAV.g6472
N6.HOG0001591	OG0001383	n2				HMAN.evm.TU.Chr3.170				SCAV.g3079
N6.HOG0001592	OG0001383	n4				HMAN.evm.TU.Chr8.603				SCAV.g2007
N6.HOG0001593	OG0001384	n0				HMAN.evm.TU.Chr13.760, HMAN.evm.TU.Chr6.705				SCAV.g8322
N6.HOG0001594	OG0001386	n0				HMAN.evm.TU.Chr4.403				SCAV.g13051
N6.HOG0001595	OG0001387	n0				HMAN.evm.TU.Chr7.23				SCAV.g6886
N6.HOG0001596	OG0001391	n0				HMAN.evm.TU.Chr5.303				
N6.HOG0001597	OG0001392	n0				HMAN.evm.TU.Chr2.473				
N6.HOG0001598	OG0001393	n2								SCAV.g15712
N6.HOG0001599	OG0001393	n3				HMAN.evm.TU.Chr6.1166				SCAV.g15369
N6.HOG0001600	OG0001394	n0				HMAN.evm.TU.Chr13.423				SCAV.g7994
N6.HOG0001601	OG0001395	n0				HMAN.evm.TU.Chr10.42				SCAV.g3327
N6.HOG0001602	OG0001398	n0				HMAN.evm.TU.Chr3.1374, HMAN.evm.TU.Chr3.1375				SCAV.g4648, SCAV.g4649
N6.HOG0001603	OG0001400	n0				HMAN.evm.TU.Chr4.879				SCAV.g12505
N6.HOG0001604	OG0001401	n0				HMAN.evm.TU.Chr7.107				SCAV.g6972
N6.HOG0001605	OG0001408	n0				HMAN.evm.TU.Chr2.163, HMAN.evm.TU.Chr2.164, HMAN.evm.TU.Chr2.165, HMAN.evm.TU.Chr2.166, HMAN.evm.TU.Chr2.167, HMAN.evm.TU.Chr2.168, HMAN.evm.TU.Chr2.169, HMAN.evm.TU.Chr2.170, HMAN.evm.TU.Chr2.171, HMAN.evm.TU.Chr2.172, HMAN.evm.TU.Chr2.173, HMAN.evm.TU.Chr2.174, HMAN.evm.TU.Chr2.175, HMAN.evm.TU.Chr7.163, HMAN.evm.TU.Unplaced305.1, HMAN.evm.TU.Unplaced305.2				SCAV.g3511
N6.HOG0001606	OG0001409	n3				HMAN.evm.TU.Chr6.117, HMAN.evm.TU.Chr6.153, HMAN.evm.TU.Chr6.154				
N6.HOG0001607	OG0001409	n6				HMAN.evm.TU.Chr6.42				SCAV.g15325
N6.HOG0001608	OG0001409	n7				HMAN.evm.TU.Chr3.1411, HMAN.evm.TU.Chr3.1412, HMAN.evm.TU.Chr3.1413, HMAN.evm.TU.Chr3.1440, HMAN.evm.TU.Chr3.1441, HMAN.evm.TU.Chr3.1442, HMAN.evm.TU.Chr3.1443, HMAN.evm.TU.Chr3.1444				SCAV.g4753, SCAV.g4765
N6.HOG0001609	OG0001410	n0				HMAN.evm.TU.Chr12.538, HMAN.evm.TU.Chr12.539, HMAN.evm.TU.Chr12.540, HMAN.evm.TU.Chr12.541, HMAN.evm.TU.Chr12.542, HMAN.evm.TU.Chr12.543, HMAN.evm.TU.Chr12.544, HMAN.evm.TU.Chr12.545, HMAN.evm.TU.Chr12.546, HMAN.evm.TU.Chr12.547, HMAN.evm.TU.Chr12.548, HMAN.evm.TU.Chr12.549, HMAN.evm.TU.Chr12.550, HMAN.evm.TU.Chr12.551, HMAN.evm.TU.Chr12.552, HMAN.evm.TU.Chr12.553, HMAN.evm.TU.Chr12.554				
N6.HOG0001610	OG0001412	n0				HMAN.evm.TU.Chr5.973				SCAV.g13807
N6.HOG0001611	OG0001415	n0								SCAV.g1947, SCAV.g1975
N6.HOG0001612	OG0001416	n3				HMAN.evm.TU.Chr10.138, HMAN.evm.TU.Chr10.139				SCAV.g8628, SCAV.g8629
N6.HOG0001613	OG0001416	n8								SCAV.g8597
N6.HOG0001614	OG0001417	n1				HMAN.evm.TU.Chr3.717				SCAV.g3255
N6.HOG0001615	OG0001418	n9				HMAN.evm.TU.Chr9.673				SCAV.g6203, SCAV.g6204
N6.HOG0001616	OG0001418	n12				HMAN.evm.TU.Chr8.482				SCAV.g2124
N6.HOG0001617	OG0001418	n13				HMAN.evm.TU.Chr4.344				SCAV.g12997
N6.HOG0001618	OG0001418	n14				HMAN.evm.TU.Chr5.1132				
N6.HOG0001619	OG0001419	n0				HMAN.evm.TU.Chr13.296				SCAV.g5280
N6.HOG0001620	OG0001420	n0				HMAN.evm.TU.Chr2.664				SCAV.g9610
N6.HOG0001621	OG0001421	n11				HMAN.evm.TU.Chr10.218				SCAV.g714
N6.HOG0001622	OG0001421	n12				HMAN.evm.TU.Chr10.217				SCAV.g712
N6.HOG0001623	OG0001421	n13				HMAN.evm.TU.Chr2.430				SCAV.g9230
N6.HOG0001624	OG0001422	n0				HMAN.evm.TU.Chr7.609, HMAN.evm.TU.Chr7.610				SCAV.g427
N6.HOG0001625	OG0001423	n0				HMAN.evm.TU.Chr3.634				SCAV.g3180
N6.HOG0001626	OG0001424	n0				HMAN.evm.TU.Chr8.363				SCAV.g2253
N6.HOG0001627	OG0001425	n0				HMAN.evm.TU.Chr11.738				
N6.HOG0001628	OG0001426	n0				HMAN.evm.TU.Chr12.950				SCAV.g312
N6.HOG0001629	OG0001427	n0				HMAN.evm.TU.Chr11.206				SCAV.g5177
N6.HOG0001630	OG0001428	n0				HMAN.evm.TU.Chr11.369, HMAN.evm.TU.Chr11.370				SCAV.g6037
N6.HOG0001631	OG0001429	n3				HMAN.evm.TU.Chr2.703, HMAN.evm.TU.Chr2.704				SCAV.g9569
N6.HOG0001632	OG0001429	n5				HMAN.evm.TU.Chr3.92				SCAV.g3148
N6.HOG0001633	OG0001430	n1				HMAN.evm.TU.Chr5.1091				SCAV.g13714
N6.HOG0001634	OG0001430	n9				HMAN.evm.TU.Chr3.168				SCAV.g3077
N6.HOG0001635	OG0001431	n0				HMAN.evm.TU.Chr6.597				SCAV.g14934
N6.HOG0001636	OG0001432	n0				HMAN.evm.TU.Chr1.665				SCAV.g10738
N6.HOG0001637	OG0001435	n0				HMAN.evm.TU.Chr4.13				SCAV.g12075
N6.HOG0001638	OG0001436	n0				HMAN.evm.TU.Chr12.493, HMAN.evm.TU.Chr6.955				SCAV.g15495, SCAV.g15497
N6.HOG0001639	OG0001437	n0				HMAN.evm.TU.Chr8.82				SCAV.g1287
N6.HOG0001640	OG0001438	n0				HMAN.evm.TU.Chr13.55, HMAN.evm.TU.Chr13.56				SCAV.g5483
N6.HOG0001641	OG0001439	n0				HMAN.evm.TU.Chr3.1089				SCAV.g4280
N6.HOG0001642	OG0001440	n8				HMAN.evm.TU.Chr5.928				SCAV.g13850
N6.HOG0001643	OG0001440	n11				HMAN.evm.TU.Chr2.1038, HMAN.evm.TU.Chr9.98				SCAV.g6719
N6.HOG0001644	OG0001441	n0				HMAN.evm.TU.Chr8.351				SCAV.g2271
N6.HOG0001645	OG0001442	n0				HMAN.evm.TU.Chr2.1182				SCAV.g3677
N6.HOG0001646	OG0001444	n0								SCAV.g5474
N6.HOG0001647	OG0001445	n0				HMAN.evm.TU.Chr5.1262				SCAV.g13584
N6.HOG0001648	OG0001446	n0				HMAN.evm.TU.Chr2.1414				SCAV.g4511, SCAV.g4512
N6.HOG0001649	OG0001448	n9				HMAN.evm.TU.Chr2.1550				SCAV.g4083
N6.HOG0001650	OG0001448	n12				HMAN.evm.TU.Chr11.201				SCAV.g5180
N6.HOG0001651	OG0001449	n0				HMAN.evm.TU.Chr4.829				SCAV.g12559
N6.HOG0001652	OG0001450	n0				HMAN.evm.TU.Chr10.586				SCAV.g1112
N6.HOG0001653	OG0001451	n0								SCAV.g12111
N6.HOG0001654	OG0001452	n0				HMAN.evm.TU.Chr5.610				
N6.HOG0001655	OG0001453	n0								SCAV.g13046
N6.HOG0001656	OG0001454	n0								SCAV.g8895
N6.HOG0001657	OG0001455	n0				HMAN.evm.TU.Chr2.654, HMAN.evm.TU.Chr2.769, HMAN.evm.TU.Chr2.770, HMAN.evm.TU.Chr2.833, HMAN.evm.TU.Chr3.1210				
N6.HOG0001658	OG0001456	n0				HMAN.evm.TU.Chr4.463				SCAV.g13107
N6.HOG0001659	OG0001457	n7				HMAN.evm.TU.Chr3.806				SCAV.g3341
N6.HOG0001660	OG0001457	n8				HMAN.evm.TU.Chr3.804				SCAV.g3339
N6.HOG0001661	OG0001457	n10								SCAV.g1341
N6.HOG0001662	OG0001457	n11				HMAN.evm.TU.Chr10.574, HMAN.evm.TU.Chr10.575				SCAV.g1102
N6.HOG0001663	OG0001458	n8				HMAN.evm.TU.Chr11.1118, HMAN.evm.TU.Chr11.1119, HMAN.evm.TU.Chr11.931				SCAV.g7569, SCAV.g7570
N6.HOG0001664	OG0001458	n13								SCAV.g13404
N6.HOG0001665	OG0001459	n0				HMAN.evm.TU.Chr2.1067				SCAV.g3783
N6.HOG0001666	OG0001460	n0				HMAN.evm.TU.Chr3.1525				SCAV.g4919
N6.HOG0001667	OG0001461	n0				HMAN.evm.TU.Chr11.202, HMAN.evm.TU.Chr11.203				SCAV.g5179
N6.HOG0001668	OG0001462	n0				HMAN.evm.TU.Chr3.414				SCAV.g2841
N6.HOG0001669	OG0001463	n0				HMAN.evm.TU.Chr13.70				SCAV.g5475
N6.HOG0001670	OG0001464	n0				HMAN.evm.TU.Chr3.497, HMAN.evm.TU.Chr3.498				SCAV.g2804
N6.HOG0001671	OG0001465	n2				HMAN.evm.TU.Chr4.1288				SCAV.g12667
N6.HOG0001672	OG0001465	n4				HMAN.evm.TU.Chr4.1289				SCAV.g12666
N6.HOG0001673	OG0001466	n0				HMAN.evm.TU.Chr6.273				SCAV.g15224
N6.HOG0001674	OG0001467	n4				HMAN.evm.TU.Chr2.1482				SCAV.g4582
N6.HOG0001675	OG0001468	n2				HMAN.evm.TU.Chr12.743				SCAV.g125
N6.HOG0001676	OG0001468	n5				HMAN.evm.TU.Chr12.944				SCAV.g316
N6.HOG0001677	OG0001469	n9				HMAN.evm.TU.Chr7.581				SCAV.g389
N6.HOG0001678	OG0001469	n12				HMAN.evm.TU.Chr4.1308				SCAV.g12648
N6.HOG0001679	OG0001470	n0				HMAN.evm.TU.Chr2.482				SCAV.g9174
N6.HOG0001680	OG0001471	n0				HMAN.evm.TU.Chr7.559				SCAV.g376
N6.HOG0001681	OG0001473	n0				HMAN.evm.TU.Chr6.730				SCAV.g14728
N6.HOG0001682	OG0001475	n0				HMAN.evm.TU.Chr3.609				SCAV.g3155
N6.HOG0001683	OG0001476	n0				HMAN.evm.TU.Chr1.989				SCAV.g11183
N6.HOG0001684	OG0001477	n0				HMAN.evm.TU.Chr8.1075, HMAN.evm.TU.Chr8.1084, HMAN.evm.TU.Chr8.1085				SCAV.g1687
N6.HOG0001685	OG0001478	n0				HMAN.evm.TU.Chr5.1300				SCAV.g13549
N6.HOG0001686	OG0001479	n0				HMAN.evm.TU.Chr9.558				SCAV.g6300
N6.HOG0001687	OG0001480	n9				HMAN.evm.TU.Chr1.101				SCAV.g10177
N6.HOG0001688	OG0001480	n12				HMAN.evm.TU.Chr3.1255				SCAV.g4616
N6.HOG0001689	OG0001481	n0				HMAN.evm.TU.Chr2.296, HMAN.evm.TU.Chr2.297				SCAV.g9339
N6.HOG0001690	OG0001482	n0				HMAN.evm.TU.Chr6.886				SCAV.g15413
N6.HOG0001691	OG0001483	n5				HMAN.evm.TU.Chr10.663				SCAV.g2480, SCAV.g2482
N6.HOG0001692	OG0001483	n7				HMAN.evm.TU.Chr10.614				SCAV.g2422
N6.HOG0001693	OG0001483	n8								SCAV.g2479
N6.HOG0001694	OG0001484	n0				HMAN.evm.TU.Chr4.1080				SCAV.g12270
N6.HOG0001695	OG0001485	n0				HMAN.evm.TU.Chr8.391				SCAV.g2229
N6.HOG0001696	OG0001486	n0				HMAN.evm.TU.Chr6.493				SCAV.g15024
N6.HOG0001697	OG0001487	n0				HMAN.evm.TU.Chr2.60, HMAN.evm.TU.Chr3.808, HMAN.evm.TU.Chr8.605, HMAN.evm.TU.Chr8.606				SCAV.g3342
N6.HOG0001698	OG0001488	n3				HMAN.evm.TU.Chr9.85				SCAV.g6709
N6.HOG0001699	OG0001488	n5				HMAN.evm.TU.Chr9.84				SCAV.g6689, SCAV.g6708
N6.HOG0001700	OG0001488	n8				HMAN.evm.TU.Chr9.90				SCAV.g6692, SCAV.g6714
N6.HOG0001701	OG0001488	n10				HMAN.evm.TU.Chr9.89				SCAV.g6691, SCAV.g6713
N6.HOG0001702	OG0001489	n0				HMAN.evm.TU.Chr9.60				SCAV.g6832
N6.HOG0001703	OG0001490	n0				HMAN.evm.TU.Chr9.533				SCAV.g6380
N6.HOG0001704	OG0001491	n0				HMAN.evm.TU.Chr7.492				
N6.HOG0001705	OG0001492	n0				HMAN.evm.TU.Chr1.375				SCAV.g10482
N6.HOG0001706	OG0001493	n0								SCAV.g3278, SCAV.g4820, SCAV.g4824, SCAV.g9246
N6.HOG0001707	OG0001494	n0				HMAN.evm.TU.Chr7.259				SCAV.g9351
N6.HOG0001708	OG0001495	n0				HMAN.evm.TU.Chr1.387				SCAV.g10476
N6.HOG0001709	OG0001496	n0				HMAN.evm.TU.Chr11.686				SCAV.g5570
N6.HOG0001710	OG0001497	n0				HMAN.evm.TU.Chr11.542				SCAV.g5906, SCAV.g5907
N6.HOG0001711	OG0001498	n0								SCAV.g5013
N6.HOG0001712	OG0001499	n0				HMAN.evm.TU.Chr1.278				SCAV.g10386
N6.HOG0001713	OG0001500	n0				HMAN.evm.TU.Chr3.1197				SCAV.g4163
N6.HOG0001714	OG0001501	n0				HMAN.evm.TU.Chr2.1427				SCAV.g4532
N6.HOG0001715	OG0001502	n0				HMAN.evm.TU.Chr1.1457				SCAV.g11553
N6.HOG0001716	OG0001503	n0				HMAN.evm.TU.Chr7.773				SCAV.g9982, SCAV.g9999
N6.HOG0001717	OG0001504	n0				HMAN.evm.TU.Chr7.189				SCAV.g9761
N6.HOG0001718	OG0001505	n0				HMAN.evm.TU.Chr3.124, HMAN.evm.TU.Chr3.125				SCAV.g3115
N6.HOG0001719	OG0001506	n0				HMAN.evm.TU.Chr10.222				SCAV.g717
N6.HOG0001720	OG0001507	n0				HMAN.evm.TU.Chr13.791				SCAV.g8354
N6.HOG0001721	OG0001509	n0				HMAN.evm.TU.Chr6.336				SCAV.g15167
N6.HOG0001722	OG0001510	n0				HMAN.evm.TU.Chr5.947				SCAV.g13831
N6.HOG0001723	OG0001511	n0				HMAN.evm.TU.Chr3.966				SCAV.g4422
N6.HOG0001724	OG0001512	n0				HMAN.evm.TU.Chr3.1097				SCAV.g4288
N6.HOG0001725	OG0001513	n0								SCAV.g4444
N6.HOG0001726	OG0001514	n0				HMAN.evm.TU.Chr8.317				SCAV.g2304
N6.HOG0001727	OG0001515	n0				HMAN.evm.TU.Chr10.471				SCAV.g995
N6.HOG0001728	OG0001516	n0				HMAN.evm.TU.Chr9.390				SCAV.g6477
N6.HOG0001729	OG0001517	n0				HMAN.evm.TU.Chr13.386				SCAV.g7946
N6.HOG0001730	OG0001518	n6								SCAV.g9618
N6.HOG0001731	OG0001518	n9				HMAN.evm.TU.Chr3.954				SCAV.g4440
N6.HOG0001732	OG0001518	n12				HMAN.evm.TU.Chr4.611				SCAV.g9617
N6.HOG0001733	OG0001518	n14				HMAN.evm.TU.Chr3.1177				SCAV.g4182
N6.HOG0001734	OG0001519	n0				HMAN.evm.TU.Chr1.965				SCAV.g11158
N6.HOG0001735	OG0001520	n2				HMAN.evm.TU.Chr11.62				SCAV.g1796, SCAV.g5024
N6.HOG0001736	OG0001520	n6				HMAN.evm.TU.Chr11.124, HMAN.evm.TU.Chr11.453				SCAV.g5952
N6.HOG0001737	OG0001521	n0				HMAN.evm.TU.Chr11.586, HMAN.evm.TU.Chr11.587				SCAV.g5814
N6.HOG0001738	OG0001522	n0				HMAN.evm.TU.Chr4.632				SCAV.g12015, SCAV.g5096, SCAV.g9020, SCAV.g9038
N6.HOG0001739	OG0001523	n0				HMAN.evm.TU.Chr4.844				SCAV.g12542
N6.HOG0001740	OG0001524	n0				HMAN.evm.TU.Chr4.25				SCAV.g12089
N6.HOG0001741	OG0001525	n0				HMAN.evm.TU.Chr4.1255, HMAN.evm.TU.Chr4.1256				SCAV.g12164
N6.HOG0001742	OG0001526	n4				HMAN.evm.TU.Chr4.727				SCAV.g11983
N6.HOG0001743	OG0001526	n5				HMAN.evm.TU.Chr6.1224				SCAV.g15772
N6.HOG0001744	OG0001527	n0				HMAN.evm.TU.Chr4.1653				SCAV.g13359
N6.HOG0001745	OG0001528	n0				HMAN.evm.TU.Chr8.552				SCAV.g2050
N6.HOG0001746	OG0001529	n11				HMAN.evm.TU.Chr3.1111				SCAV.g4260
N6.HOG0001747	OG0001529	n13				HMAN.evm.TU.Chr8.43				SCAV.g1230
N6.HOG0001748	OG0001530	n0				HMAN.evm.TU.Chr8.724, HMAN.evm.TU.Chr8.725				SCAV.g1646, SCAV.g1647
N6.HOG0001749	OG0001531	n2				HMAN.evm.TU.Chr8.827, HMAN.evm.TU.Chr8.828, HMAN.evm.TU.Chr8.829				SCAV.g1577
N6.HOG0001750	OG0001531	n7				HMAN.evm.TU.Chr8.1182				SCAV.g2601
N6.HOG0001751	OG0001532	n0				HMAN.evm.TU.Chr3.397, HMAN.evm.TU.Chr3.398				SCAV.g2818
N6.HOG0001752	OG0001533	n0				HMAN.evm.TU.Chr3.1632				SCAV.g4896
N6.HOG0001753	OG0001534	n0				HMAN.evm.TU.Chr3.1500				SCAV.g4810
N6.HOG0001754	OG0001535	n0				HMAN.evm.TU.Chr3.435				SCAV.g2848
N6.HOG0001755	OG0001536	n0				HMAN.evm.TU.Chr2.1040				SCAV.g3647, SCAV.g3648
N6.HOG0001756	OG0001537	n11				HMAN.evm.TU.Chr2.1242				SCAV.g3979
N6.HOG0001757	OG0001537	n12				HMAN.evm.TU.Chr2.1295				SCAV.g3936
N6.HOG0001758	OG0001537	n13				HMAN.evm.TU.Chr2.262				SCAV.g8795
N6.HOG0001759	OG0001538	n0				HMAN.evm.TU.Chr5.676				SCAV.g14085
N6.HOG0001760	OG0001539	n0				HMAN.evm.TU.Chr5.548				SCAV.g14185
N6.HOG0001761	OG0001540	n6				HMAN.evm.TU.Chr3.251				SCAV.g3016
N6.HOG0001762	OG0001540	n9				HMAN.evm.TU.Chr5.1347				SCAV.g13490
N6.HOG0001763	OG0001540	n12				HMAN.evm.TU.Chr5.1483				SCAV.g13405
N6.HOG0001764	OG0001541	n0				HMAN.evm.TU.Chr5.641				SCAV.g14124
N6.HOG0001765	OG0001542	n0				HMAN.evm.TU.Chr5.365, HMAN.evm.TU.Chr5.366				SCAV.g14570
N6.HOG0001766	OG0001543	n0				HMAN.evm.TU.Chr1.332				SCAV.g10428
N6.HOG0001767	OG0001544	n0				HMAN.evm.TU.Chr1.66				SCAV.g10207
N6.HOG0001768	OG0001545	n0				HMAN.evm.TU.Chr1.740				SCAV.g10221
N6.HOG0001769	OG0001547	n2				HMAN.evm.TU.Chr10.942				SCAV.g1350
N6.HOG0001770	OG0001547	n4				HMAN.evm.TU.Chr6.970				SCAV.g15355
N6.HOG0001771	OG0001548	n0				HMAN.evm.TU.Chr6.248				SCAV.g15768
N6.HOG0001772	OG0001549	n0								SCAV.g15056
N6.HOG0001773	OG0001550	n0				HMAN.evm.TU.Chr10.830, HMAN.evm.TU.Chr10.831				SCAV.g1450
N6.HOG0001774	OG0001551	n0				HMAN.evm.TU.Chr6.430, HMAN.evm.TU.Chr6.471				
N6.HOG0001775	OG0001557	n0				HMAN.evm.TU.Chr2.412				SCAV.g9245
N6.HOG0001776	OG0001558	n0				HMAN.evm.TU.Chr6.681				SCAV.g14852
N6.HOG0001777	OG0001559	n0				HMAN.evm.TU.Chr6.641				SCAV.g14892
N6.HOG0001778	OG0001560	n2				HMAN.evm.TU.Chr1.147				SCAV.g10266
N6.HOG0001779	OG0001560	n6				HMAN.evm.TU.Chr1.148				SCAV.g10265
N6.HOG0001780	OG0001561	n0				HMAN.evm.TU.Chr11.903				SCAV.g13787
N6.HOG0001781	OG0001562	n0				HMAN.evm.TU.Chr9.482				SCAV.g6369
N6.HOG0001782	OG0001564	n0				HMAN.evm.TU.Chr4.778				SCAV.g11945
N6.HOG0001783	OG0001565	n2				HMAN.evm.TU.Chr1.587				SCAV.g10704
N6.HOG0001784	OG0001565	n4				HMAN.evm.TU.Chr6.620				SCAV.g14910
N6.HOG0001785	OG0001566	n0				HMAN.evm.TU.Chr3.946				SCAV.g4449
N6.HOG0001786	OG0001567	n0				HMAN.evm.TU.Chr13.14				SCAV.g5520
N6.HOG0001787	OG0001568	n0				HMAN.evm.TU.Chr11.161				SCAV.g5112
N6.HOG0001788	OG0001569	n0				HMAN.evm.TU.Chr12.356				SCAV.g7236
N6.HOG0001789	OG0001571	n0				HMAN.evm.TU.Chr13.330				SCAV.g13409
N6.HOG0001790	OG0001572	n0				HMAN.evm.TU.Chr2.1205				SCAV.g4024
N6.HOG0001791	OG0001573	n0				HMAN.evm.TU.Chr11.568				SCAV.g5828
N6.HOG0001792	OG0001574	n0				HMAN.evm.TU.Chr1.507				SCAV.g10558
N6.HOG0001793	OG0001576	n0				HMAN.evm.TU.Chr5.646, HMAN.evm.TU.Chr5.647				SCAV.g14133
N6.HOG0001794	OG0001578	n0				HMAN.evm.TU.Chr3.10				
N6.HOG0001795	OG0001581	n0				HMAN.evm.TU.Chr4.1217				SCAV.g12741
N6.HOG0001796	OG0001582	n0				HMAN.evm.TU.Chr11.388				SCAV.g6009, SCAV.g6010
N6.HOG0001797	OG0001589	n0				HMAN.evm.TU.Chr9.805				SCAV.g6057
N6.HOG0001798	OG0001590	n0				HMAN.evm.TU.Chr3.1646				SCAV.g4906
N6.HOG0001799	OG0001604	n0								SCAV.g10293
N6.HOG0001800	OG0001606	n0				HMAN.evm.TU.Chr11.1073				SCAV.g7716
N6.HOG0001801	OG0001607	n0				HMAN.evm.TU.Chr2.1591				SCAV.g3818
N6.HOG0001802	OG0001608	n0				HMAN.evm.TU.Chr2.779				
N6.HOG0001803	OG0001609	n0				HMAN.evm.TU.Chr7.908, HMAN.evm.TU.Chr7.909				SCAV.g9659
N6.HOG0001804	OG0001610	n1				HMAN.evm.TU.Chr2.361				SCAV.g9286
N6.HOG0001805	OG0001610	n9								SCAV.g6512
N6.HOG0001806	OG0001610	n12				HMAN.evm.TU.Chr2.495				SCAV.g9161
N6.HOG0001807	OG0001611	n0				HMAN.evm.TU.Chr1.477				SCAV.g10544
N6.HOG0001808	OG0001612	n3				HMAN.evm.TU.Chr11.685, HMAN.evm.TU.Chr2.42, HMAN.evm.TU.Chr3.25				SCAV.g2686, SCAV.g2687, SCAV.g2688
N6.HOG0001809	OG0001612	n10				HMAN.evm.TU.Chr3.518, HMAN.evm.TU.Chr3.520				SCAV.g2652, SCAV.g2654, SCAV.g2785
N6.HOG0001810	OG0001613	n0				HMAN.evm.TU.Chr9.262				SCAV.g6626
N6.HOG0001811	OG0001614	n2				HMAN.evm.TU.Chr1.1143				SCAV.g11348
N6.HOG0001812	OG0001614	n3				HMAN.evm.TU.Chr7.421, HMAN.evm.TU.Chr7.422				SCAV.g544
N6.HOG0001813	OG0001617	n0				HMAN.evm.TU.Chr5.1147				SCAV.g13673
N6.HOG0001814	OG0001618	n0				HMAN.evm.TU.Chr5.314				SCAV.g14518
N6.HOG0001815	OG0001619	n1				HMAN.evm.TU.Chr7.343				SCAV.g624
N6.HOG0001816	OG0001619	n9				HMAN.evm.TU.Chr7.346				SCAV.g621
N6.HOG0001817	OG0001620	n0				HMAN.evm.TU.Chr2.1024				SCAV.g3630
N6.HOG0001818	OG0001621	n10				HMAN.evm.TU.Chr3.1093				SCAV.g4286
N6.HOG0001819	OG0001621	n12				HMAN.evm.TU.Chr1.178				SCAV.g10316
N6.HOG0001820	OG0001621	n13				HMAN.evm.TU.Chr3.1090				SCAV.g4281
N6.HOG0001821	OG0001622	n0				HMAN.evm.TU.Chr1.407, HMAN.evm.TU.Chr8.1077, HMAN.evm.TU.Chr8.1087				
N6.HOG0001822	OG0001623	n0				HMAN.evm.TU.Chr3.1196				SCAV.g4164
N6.HOG0001823	OG0001624	n0				HMAN.evm.TU.Chr12.519				
N6.HOG0001824	OG0001627	n0				HMAN.evm.TU.Chr5.1074				SCAV.g11465
N6.HOG0001825	OG0001628	n0				HMAN.evm.TU.Chr8.76				SCAV.g1280
N6.HOG0001826	OG0001629	n0				HMAN.evm.TU.Chr11.977, HMAN.evm.TU.Chr11.979, HMAN.evm.TU.Chr11.980				SCAV.g7738
